name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Budapest, MagyarorszГЎg",2020-03-07,10.1,2.6,6.5,10.1,0.6,4.3,2.3,76.8,0.004,100,4.17,rain,0,0,40,24.6,315.5,1011.3,68.6,7.4,100.2,8.7,4,,2020-03-07T06:12:03,2020-03-07T17:38:08,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-08,9.8,1.6,6.1,8.6,0.4,4.1,0.2,66.8,0,0,0,,0,0,39.6,16.8,323.7,1019.4,22.6,10,77.6,6.8,4,,2020-03-08T06:10:06,2020-03-08T17:39:36,0.49,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-09,11.3,-2.9,4.2,11.3,-4.8,3.8,-2.1,67.7,0,0,0,,0,0,,8,341.1,1015.9,1.7,9.5,160,13.8,6,,2020-03-09T06:08:08,2020-03-09T17:41:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-10,13.3,1.2,6.8,13.3,-1.1,5.8,-0.1,63.3,0,0,0,,0,0,,17,316.6,1015.1,35.6,10,169.6,14.6,7,,2020-03-10T06:06:09,2020-03-10T17:42:32,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-11,16.1,4.3,10,16.1,4.1,9.5,5.7,75.7,0.479,100,8.33,rain,0,0,25.2,18.9,234.6,1015.1,75.2,9.9,97.8,8.4,6,,2020-03-11T06:04:10,2020-03-11T17:44:00,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-12,20.5,8,14.3,20.5,6.9,14.2,6.6,62.8,0.019,100,4.17,rain,0,0,39.6,22.3,224.3,1015.6,14,10,191.5,16.5,7,,2020-03-12T06:02:11,2020-03-12T17:45:27,0.56,Rain,Clear conditions throughout the day with early morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-13,11.7,5.8,9,11.7,3.9,7.9,3.2,68,0,0,0,,0,0,,32,294.8,1015.6,61.3,10,38.5,3.2,4,,2020-03-13T06:00:11,2020-03-13T17:46:54,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,remote"
"Budapest, MagyarorszГЎg",2020-03-14,11.4,0.1,6.5,11.4,-2.3,5.4,-2.5,55.3,0,0,0,,0,0,,22.3,316.8,1021.4,56.7,10,151.4,13.1,6,,2020-03-14T05:58:11,2020-03-14T17:48:21,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,remote"
"Budapest, MagyarorszГЎg",2020-03-15,9.8,-1.3,3.5,7.8,-3.8,1.2,-10.2,39.8,0,0,0,,0,0,,14,70.6,1028.8,4.5,10,184.1,15.8,7,,2020-03-15T05:56:11,2020-03-15T17:49:48,0.71,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-16,12.9,-2,5.2,12.9,-4.9,3.3,-6.3,45.7,0,0,0,,0,0,39.6,22.6,139.9,1029.8,47.2,10,188.8,16.3,7,,2020-03-16T05:54:10,2020-03-16T17:51:14,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-17,16.5,-1.4,7.8,16.5,-2.8,7.3,-2.8,49.7,0,0,0,,0,0,,8.1,340.4,1028.9,68.9,10,182.4,15.7,7,,2020-03-17T05:52:09,2020-03-17T17:52:41,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-18,18.9,2,10.6,18.9,1.1,10.2,1.5,57.2,0,0,0,,0,0,,8.3,88.3,1029.1,6.1,9.9,193.4,16.7,7,,2020-03-18T05:50:09,2020-03-18T17:54:07,0.86,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-19,19.9,3.3,11.5,19.9,3.1,11.4,2.6,57.7,0,0,0,,0,0,,11.1,200.6,1026,19.8,9.9,199.8,17.3,8,,2020-03-19T05:48:08,2020-03-19T17:55:33,0.9,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-20,20.2,3.1,12,20.2,3.1,11.9,2.4,55.5,0,0,0,,0,0,,10.3,143.3,1021,22,9.8,200.4,17.1,7,,2020-03-20T05:46:06,2020-03-20T17:56:59,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-21,14.9,3.9,8.3,14.9,0.7,7.2,3,70.8,0.264,100,4.17,rain,0,0,36,19.2,35.7,1017.1,68.3,9.8,59.5,5.1,4,,2020-03-21T05:44:05,2020-03-21T17:58:24,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-22,6.6,-0.2,3.5,3.8,-3.7,0.2,-8,45.9,0.684,100,4.17,rain,0,0,28.8,18.9,10.1,1026.1,63.3,10,111.2,9.7,7,,2020-03-22T05:42:04,2020-03-22T17:59:50,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-23,1.8,-2.2,-0.2,-2.6,-6.3,-4.8,-4.5,73.8,0.09,100,8.33,"rain,snow",0,0,43.2,22.5,21.3,1029,87.3,7.2,49.8,4.3,2,,2020-03-23T05:40:03,2020-03-23T18:01:16,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-24,8.1,0.1,3.8,4.4,-5.2,-0.5,-8.8,42.3,0,0,0,,0,0,43.2,26.6,56.8,1029,83.2,10,167.1,14.6,7,,2020-03-24T05:38:01,2020-03-24T18:02:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-25,4.7,-0.3,2.4,2,-4.8,-1.3,-5.6,56.1,0,0,0,,0,0,36,20,77.2,1029.7,87.1,9.9,60.9,5.2,2,,2020-03-25T05:36:00,2020-03-25T18:04:06,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-26,14,3.4,8.6,14,0.4,7.1,-4.3,40.4,0,0,0,,0,0,32.4,20,70.5,1024.4,88.7,10,150.1,13,7,,2020-03-26T05:33:59,2020-03-26T18:05:31,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-27,17.3,5.7,11.1,17.3,4,10.3,-0.8,45.4,0,0,0,,0,0,25.2,14,69.7,1020.6,54.7,10,217.5,18.8,8,,2020-03-27T05:31:58,2020-03-27T18:06:56,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-28,18,3,10.8,18,2.5,10.5,0.8,53.5,0,0,0,,0,0,28.8,17.4,349,1014.8,16.5,10,208.2,18,8,,2020-03-28T05:29:57,2020-03-28T18:08:21,0.07,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-29,17.5,2.3,10.5,17.5,0.8,10.2,1.2,57.7,0,0,0,,0,0,32.4,21.8,312.9,1011.4,2.4,10,218.6,18.1,8,,2020-03-29T06:27:56,2020-03-29T19:09:46,0.11,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-30,8.7,1.7,5,5.4,-0.6,1.8,-2.9,57.1,0,0,0,,0,0,,24.5,326,1018.5,71.4,9.9,93.2,8.1,4,,2020-03-30T06:25:55,2020-03-30T19:11:11,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-03-31,7.7,-0.6,3.3,6.4,-2,1.8,-9.4,40.2,0,0,0,,0,0,28.8,13.2,354.7,1025.2,30.3,10,165.3,14.7,8,,2020-03-31T06:23:55,2020-03-31T19:12:36,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-01,9,-1.5,3.6,8.5,-4.5,1.9,-10.5,37.9,0,0,0,,0,0,25.2,12,61.2,1022.9,1.6,10,227.9,19.8,8,,2020-04-01T06:21:55,2020-04-01T19:14:01,0.25,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-02,11.3,-4,4.4,11.3,-6.7,3.6,-8.3,42.1,0.043,100,4.17,rain,0,0,28.8,15.4,184.8,1016.9,8.9,10,231.6,20.1,8,,2020-04-02T06:19:55,2020-04-02T19:15:25,0.31,Rain,Clear conditions throughout the day with afternoon rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-03,15.8,-1.3,7.6,15.8,-3.2,6.8,-3.4,49.6,0,0,0,,0,0,25.2,18.5,306.5,1014,0.7,10,236,20.6,8,,2020-04-03T06:17:56,2020-04-03T19:16:50,0.36,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-04,16.3,4.1,10.1,16.3,1.2,9.1,-2.2,44.4,0,0,0,,0,0,,14.5,18.6,1021.9,1.4,10,237.4,20.3,8,,2020-04-04T06:15:56,2020-04-04T19:18:15,0.41,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-05,18.5,4.5,11.8,18.5,1.9,11.1,-3,37.2,0,0,0,,0,0,32.4,18.2,51.5,1027.9,0,10,252.2,21.7,9,,2020-04-05T06:13:58,2020-04-05T19:19:39,0.45,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,C5468"
"Budapest, MagyarorszГЎg",2020-04-06,18.1,4.4,12.3,18.1,1.4,11.7,-4.1,33.7,0,0,0,,0,0,32.4,21.6,122.2,1031.4,0,10,243.8,21.1,8,,2020-04-06T06:11:59,2020-04-06T19:21:04,0.48,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,remote"
"Budapest, MagyarorszГЎg",2020-04-07,19.8,2.8,11,19.8,1.3,10.6,-4.6,38.5,0,0,0,,0,0,,9.8,148.2,1033.9,0,10,264.7,22.9,9,,2020-04-07T06:10:01,2020-04-07T19:22:28,0.5,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-08,21.2,1,11.9,21.2,1,11.9,-4.6,37,0,0,0,,0,0,,9.2,290.1,1029.9,0,10,266.2,22.8,9,,2020-04-08T06:08:04,2020-04-08T19:23:53,0.5,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-09,22.3,2.2,13.4,22.3,2.2,13.4,-2.8,37.4,0,0,0,,0,0,28.8,14.8,266.6,1022.4,0,10,276.4,23.8,9,,2020-04-09T06:06:07,2020-04-09T19:25:18,0.52,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-10,20.1,9.4,15.1,20.1,8.5,15,0,36.6,0,0,0,,0,0,32.4,21.8,322.5,1021.1,23.6,10,278.9,24.1,9,,2020-04-10T06:04:11,2020-04-10T19:26:42,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-11,19.9,5.3,13.1,19.9,3.6,12.9,-1.3,38.7,0,0,0,,0,0,,15,6.6,1023.3,23.8,10,278,23.9,9,,2020-04-11T06:02:15,2020-04-11T19:28:07,0.58,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-12,21.5,4.5,14,21.5,4.3,13.8,0.9,43.5,0,0,0,,0,0,29.8,15.5,151.7,1021.2,53.1,10,258.5,22.4,9,,2020-04-12T06:00:19,2020-04-12T19:29:31,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-13,23.4,9.3,15.7,23.4,8.7,15.6,3.4,45.2,0.187,100,4.17,rain,0,0,72,27,246.5,1011.5,87.1,10,209.5,18,8,,2020-04-13T05:58:25,2020-04-13T19:30:56,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-14,12.9,4,8.4,12.9,1.8,5.9,-1.8,51.8,1.061,100,8.33,rain,0,0,36,28,322.8,1015.9,59.3,10,188.1,16.3,8,,2020-04-14T05:56:31,2020-04-14T19:32:20,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-15,13.8,-2.2,7.2,13.8,-2.4,6.6,-4.6,47.2,0,0,0,,0,0,28.8,19.5,278.4,1024.7,16,10,274.5,23.7,9,,2020-04-15T05:54:38,2020-04-15T19:33:44,0.78,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-16,20.9,1.2,11.7,20.9,-0.7,11.2,0,48.2,0,0,0,,0,0,28.8,16,194.3,1020.5,55.4,10,294.8,25.4,10,,2020-04-16T05:52:45,2020-04-16T19:35:09,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-17,24.8,6.4,16.1,24.8,6.4,16.1,2.6,44.9,0,0,0,,0,0,32.4,21.9,303.1,1014.1,41.7,10,289.8,24.9,10,,2020-04-17T05:50:53,2020-04-17T19:36:33,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-18,22.8,11.6,16.4,22.8,11.6,16.4,3.9,45.2,0,0,0,,0,0,25.2,14.1,81.2,1014.9,72.5,10,242.3,20.9,10,,2020-04-18T05:49:03,2020-04-18T19:37:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-19,16.5,9.5,14.5,16.5,8.6,14.4,3.8,49.4,0.186,100,12.5,rain,0,0,,13.5,45,1014.7,68.4,10,119.9,10.3,6,,2020-04-19T05:47:12,2020-04-19T19:39:22,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-20,16.8,6,11.6,16.8,4.5,11,-3.3,36.9,0,0,0,,0,0,36,20,56.6,1020.6,15,10,301.8,25.9,10,,2020-04-20T05:45:23,2020-04-20T19:40:46,0.97,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-21,17.8,5.3,11.9,17.8,3.8,11.3,-3.3,35.4,0.055,100,4.17,rain,0,0,39.6,21.7,57.5,1020.8,1.6,10,304.3,26,10,,2020-04-21T05:43:35,2020-04-21T19:42:10,0.99,Rain,Clear conditions throughout the day with afternoon rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-22,18.5,4.6,12.1,18.5,2.9,11.5,-3.3,35.7,0,0,0,,0,0,,11.3,48.3,1022.4,0,10,304.6,26.2,10,,2020-04-22T05:41:48,2020-04-22T19:43:34,1,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-23,19.8,6.8,13.3,19.8,5.2,12.9,-1.3,38.5,0,0,0,,0,0,25.2,10.7,35.2,1020.9,0.3,10,313,26.8,10,,2020-04-23T05:40:01,2020-04-23T19:44:58,0,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-24,22,3.5,13.8,22,3.5,13.8,1,46.3,0,0,0,,0,0,32.4,19.1,234.7,1013.3,50.8,10,291.3,25.2,10,,2020-04-24T05:38:16,2020-04-24T19:46:22,0.01,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,remote"
"Budapest, MagyarorszГЎg",2020-04-25,21.7,7.5,14.8,21.7,7.4,14.7,1.6,43.6,0,0,0,,0,0,57.6,38.8,298.2,1005.6,51.8,10,264.3,22.8,9,,2020-04-25T05:36:32,2020-04-25T19:47:46,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-26,17.1,4.7,11.5,17.1,3.5,11.4,-0.3,47.1,0,0,0,,0,0,25.2,15.3,352.7,1011.4,46.6,10,290.9,25.2,10,,2020-04-26T05:34:48,2020-04-26T19:49:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-27,20.5,3.7,13.1,20.5,2.5,13,1.4,48.6,0,0,0,,0,0,28.8,12.1,162.8,1013.3,55.7,10,268,23.1,10,,2020-04-27T05:33:06,2020-04-27T19:50:33,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-28,23.8,10.1,17.7,23.8,10.1,17.7,7.4,53,0.08,100,4.17,rain,0,0,25.2,16,168.7,1009.1,37.6,10,304.9,26.3,10,,2020-04-28T05:31:26,2020-04-28T19:51:56,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-29,20,10.6,15.5,20,10.6,15.5,10.2,71.8,7.939,100,4.17,rain,0,0,28.8,20.1,227.2,1005.7,66.8,9.8,186.5,16.1,8,,2020-04-29T05:29:46,2020-04-29T19:53:19,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-04-30,22.4,12.4,17.1,22.4,12.4,17.1,8.8,60.8,0,0,0,,0,0,32.4,18.4,295.4,1007.6,58.9,10,298.8,25.8,9,,2020-04-30T05:28:07,2020-04-30T19:54:42,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-01,18.3,11.5,14.1,18.3,11.5,14.1,9,72.8,4.189,100,8.33,rain,0,0,,16,267.7,1006.8,72.2,9.8,159.9,13.7,6,,2020-05-01T05:26:30,2020-05-01T19:56:05,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,C5468"
"Budapest, MagyarorszГЎg",2020-05-02,20.3,9.2,14.4,20.3,8.7,14.4,6.3,62.7,0,0,0,,0,0,32.4,19.1,322.2,1006.9,45.3,10,267.9,23.1,10,,2020-05-02T05:24:54,2020-05-02T19:57:27,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-03,17.1,10.1,13.4,17.1,10.1,13.4,3.4,51.4,0,0,0,,0,0,43.2,29.4,318.5,1012.9,20.8,10,278.5,24,10,,2020-05-03T05:23:20,2020-05-03T19:58:49,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-04,19.1,7,13.3,19.1,6,12.8,2.1,49.6,0,0,0,,0,0,25.2,16.2,314,1017,9.5,10,297.7,25.9,10,,2020-05-04T05:21:47,2020-05-04T20:00:11,0.44,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-05,18.1,7.8,12.9,18.1,7.8,12.8,4.7,59.9,0.336,100,12.5,rain,0,0,36,20.2,297.9,1013.7,59.6,10,228.6,19.6,10,,2020-05-05T05:20:15,2020-05-05T20:01:32,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-06,14.3,7,11.3,14.3,3.7,10.6,1.7,52.2,0.005,100,4.17,rain,0,0,50.4,32.2,315.2,1016.5,34.5,10,282.2,24.5,10,,2020-05-06T05:18:45,2020-05-06T20:02:53,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-07,19.9,10.2,14.9,19.9,10.2,14.9,1.2,42,0,0,0,,0,0,46.8,26.8,319.8,1018.2,26.7,10,318.6,27.5,10,,2020-05-07T05:17:17,2020-05-07T20:04:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-08,21.9,4.3,14.3,21.9,4.3,14.3,3.5,51.2,0,0,0,,0,0,,11.7,208.1,1020.2,52.1,10,324.3,28.1,10,,2020-05-08T05:15:50,2020-05-08T20:05:34,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-09,25.7,9.3,18.2,25.7,9.3,18.2,5.6,48.2,0,0,0,,0,0,,10.4,68.2,1014.4,67.1,10,286.3,24.8,10,,2020-05-09T05:14:24,2020-05-09T20:06:54,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-10,25.8,11.9,19.4,25.8,11.9,19.4,7,46,0,0,0,,0,0,32.4,17.9,163.9,1010.2,49.5,10,249.1,21.4,9,,2020-05-10T05:13:00,2020-05-10T20:08:13,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-11,25.2,12.5,19.8,25.2,12.5,19.8,8.2,49.5,0,0,0,,0,0,36,24.9,195.3,1004,50.3,10,200.1,17.3,8,,2020-05-11T05:11:38,2020-05-11T20:09:31,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-12,18.2,4.9,11.6,18.2,4.3,10.8,1.4,51.3,0.005,100,4.17,rain,0,0,43.2,27,304.8,1011.3,61.8,10,135.8,11.7,7,,2020-05-12T05:10:18,2020-05-12T20:10:49,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-13,16,3.1,8.8,16,1.1,8,3.9,72,0.529,100,4.17,rain,0,0,25.2,14.9,73.4,1015.9,71.2,10,119.8,10.3,8,,2020-05-13T05:08:59,2020-05-13T20:12:06,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999,C5468"
"Budapest, MagyarorszГЎg",2020-05-14,19.7,7.9,14.2,19.7,6.8,14,7.3,64.7,0,0,0,,0,0,28.8,21.5,323.4,1010.2,58.7,10,315.4,27.3,10,,2020-05-14T05:07:42,2020-05-14T20:13:23,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-15,19.2,9.3,13,19.2,7.6,12.8,7,68.4,0.83,100,4.17,rain,0,0,28.8,23.9,331.7,1013,81.2,10,153.4,13.1,6,,2020-05-15T05:06:27,2020-05-15T20:14:39,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-16,19.4,6.3,13.7,19.4,6.3,13.5,4.8,58.5,0,0,0,,0,0,,12.1,263.9,1022.1,80.6,10,267.3,23.1,9,,2020-05-16T05:05:14,2020-05-16T20:15:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2020-05-17,20.2,11.1,14.4,20.2,11.1,14.4,9.7,75.4,2.943,100,8.33,rain,0,0,,10.1,272.5,1020.8,56.9,9,184.4,15.9,8,,2020-05-17T05:04:03,2020-05-17T20:17:08,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"12847099999,12843099999,12846099999,E3429,12836099999,12839099999"
