name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Budapest, MagyarorszГЎg",2021-01-01,5,-2.2,2,4.3,-4.6,0.6,0.7,91.9,1.268,100,4.17,snow,0,0,,10.8,137,1012.3,47.1,7.8,27.2,2.2,2,,2021-01-01T07:31:42,2021-01-01T16:03:23,0.53,"Snow, Partially cloudy",Becoming cloudy in the afternoon with morning snow.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-02,6.1,0.1,3.6,4,-2.4,1.3,1.3,84.8,0,0,0,,0,0,,18,81.6,1016.5,83.6,9.8,26,2.1,1,,2021-01-02T07:31:39,2021-01-02T16:04:22,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-03,7.3,3.9,5.1,5,0.3,2.5,2.2,81.9,0.004,100,4.17,rain,0,0,25.2,15.3,91.5,1014,87.6,9.7,14.5,1.2,1,,2021-01-03T07:31:34,2021-01-03T16:05:23,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-04,7.1,4.2,5.8,6.7,1.9,4.2,4.7,92.7,0.007,100,4.17,rain,0,0,,10.6,69.2,1013.2,87.4,7.7,11.9,0.9,1,,2021-01-04T07:31:27,2021-01-04T16:06:26,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-05,6.2,3.8,4.8,5,0.4,2.6,2.9,87.1,0.005,100,4.17,rain,0,0,39.6,20.3,266.1,1010.7,87.6,8.9,19.7,1.6,1,,2021-01-05T07:31:16,2021-01-05T16:07:31,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-06,5.1,2.8,3.6,5.1,-0.7,1.7,2.6,93.6,2.696,100,8.33,rain,0,0,32.4,15.6,102.3,1012.1,92.9,7.6,7.4,0.6,0,,2021-01-06T07:31:02,2021-01-06T16:08:39,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-07,4.2,-2.8,1.6,3.3,-5,0.1,-0.8,85.1,0.541,100,8.33,"rain,snow",0,0,25.2,15.8,284,1014.8,51.9,8.6,32.7,2.7,2,,2021-01-07T07:30:46,2021-01-07T16:09:48,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-08,2.9,-3,0.3,0.8,-3,-1.1,-1.3,89.8,0.143,100,12.5,"rain,snow",0,0,,9.9,343.5,1016.6,27.7,7.5,15,1.1,1,,2021-01-08T07:30:27,2021-01-08T16:10:58,0.87,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-09,0.6,-5.4,-2.1,-0.4,-7.9,-3.2,-2.6,96.6,0,0,0,,0,0,,8,206.4,1021.5,47.9,2.2,43.1,3.7,3,,2021-01-09T07:30:05,2021-01-09T16:12:11,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-10,-1,-4.7,-1.9,-1.9,-7.6,-4.1,-2.9,93.2,0,0,0,,0,0,,9.2,41,1024.1,80.2,5.7,5.4,0.4,0,,2021-01-10T07:29:40,2021-01-10T16:13:25,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-11,2.8,-5.4,-1.6,2.7,-7.1,-3.6,-4.9,78.9,0,0,0,,0,0,,11.4,342.3,1021.8,54.4,9.4,42.2,3.6,2,,2021-01-11T07:29:13,2021-01-11T16:14:41,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-12,-1,-7,-4.1,-2.9,-9.7,-5.8,-5,93.2,0,0,0,,0,0,,10.3,239.9,1016.6,56.5,3.8,38.7,3.3,2,,2021-01-12T07:28:42,2021-01-12T16:15:59,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12756099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-13,3.9,-1.1,1.1,-1.1,-4.2,-2.7,-2.8,76.3,0.189,100,8.33,"rain,snow",0,0,44.2,28.3,288.7,1011.7,52.3,8.6,44.4,3.8,3,,2021-01-13T07:28:10,2021-01-13T16:17:17,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-14,1.9,-1.1,0.3,-1.3,-5.4,-4,-3.1,77.9,0.562,100,8.33,"rain,snow",1,0.6,43.2,29.7,298.2,1009.7,51.2,9,27.4,2.5,2,,2021-01-14T07:27:34,2021-01-14T16:18:38,0.01,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-15,1.1,-6.3,-1.5,-2.8,-9.3,-5.4,-5.2,76.9,0,0,0,,0,1,32.4,23.7,319.3,1017.3,43.3,9.3,31,2.6,2,,2021-01-15T07:26:56,2021-01-15T16:19:59,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-16,-0.3,-7.2,-3.3,-4.9,-10.7,-7.7,-7.6,73.1,0,0,0,,0,0.4,32.4,20,308.1,1020.1,59.3,9.4,32.9,2.9,2,,2021-01-16T07:26:15,2021-01-16T16:21:22,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-17,-1.3,-6.9,-3.6,-3.5,-9.1,-6.9,-6.7,79.5,0.176,100,8.33,"rain,snow",0,0,28.8,16.6,315.3,1018.4,81.1,8.6,39,3.5,3,,2021-01-17T07:25:32,2021-01-17T16:22:46,0.1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-18,-1.8,-10.9,-5.7,-2.9,-14,-8,-9.1,77.8,0,0,0,,2,1.3,25.2,23.2,301.2,1023.5,50,8.6,44.3,4,3,,2021-01-18T07:24:46,2021-01-18T16:24:11,0.14,Partially cloudy,Becoming cloudy in the afternoon.,snow,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-19,3,-3.7,-0.2,0.9,-4.3,-1.8,-2.6,84,0.125,100,8.33,snow,0,1.8,,10.3,189.9,1021.2,95.4,7.7,24.8,2.2,1,,2021-01-19T07:23:58,2021-01-19T16:25:37,0.19,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-20,10.1,0.3,4.9,10.1,-1.5,3.3,0.2,72,0.01,100,4.17,"rain,snow",0,0.4,36,20.9,197.3,1016.5,79.7,9.9,60.8,5.1,3,,2021-01-20T07:23:07,2021-01-20T16:27:04,0.23,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-21,13.2,5.7,8.3,13.2,2.1,6.1,1.7,63.9,0,0,0,,0,0,43.2,24.2,186.3,1012.6,76.7,10,47.4,4.1,2,,2021-01-21T07:22:14,2021-01-21T16:28:32,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,11880099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-22,11.6,6.5,8.7,11.6,3.8,6.9,3.4,69.8,0,0,0,,0,0,36,26.9,167.1,1006.9,80.6,10,15.4,1.3,1,,2021-01-22T07:21:18,2021-01-22T16:30:01,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-23,11.7,4.7,8.3,11.7,4.7,7.1,4.6,77.8,0.791,100,12.5,rain,0,0,,17.8,132.4,1000.3,78.5,10,18.6,1.5,1,,2021-01-23T07:20:21,2021-01-23T16:31:30,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-24,7.8,3.5,4.7,6.4,-0.1,3,1.4,80.4,0.383,100,8.33,rain,0,0,25.2,18.1,308,998.6,70.2,9.6,48.2,4,3,,2021-01-24T07:19:20,2021-01-24T16:33:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-25,5.1,0.1,2.5,0.8,-4.9,-1.6,-1.9,73.6,1.014,100,4.17,"rain,snow",0,0,46.8,25.1,297.5,1000.9,80.9,9.4,58.3,5.1,3,,2021-01-25T07:18:18,2021-01-25T16:34:31,0.44,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-26,3.8,-1.6,0.8,0.2,-5.7,-2.8,-4,71,0,0,0,,0,0,36,24.5,311.2,1011.4,63.6,10,55.3,4.8,3,,2021-01-26T07:17:13,2021-01-26T16:36:03,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-27,3.5,-2.3,0.4,-0.7,-5.4,-3.1,-3.8,74,0.004,100,4.17,"rain,snow",0,0,32.4,23.5,310.5,1014.8,50.2,10,54.5,4.9,3,,2021-01-27T07:16:07,2021-01-27T16:37:35,0.49,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-28,3.2,-7.8,-1.4,0.7,-10.7,-3.2,-4.4,80.7,0,0,0,,0,0,28.8,14.1,177.8,1010.9,62.2,9.2,31.4,2.7,2,,2021-01-28T07:14:58,2021-01-28T16:39:07,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-01-29,5,0.1,2.7,5,-2.1,1.7,2.3,97.6,6.946,100,12.5,"rain,snow",0,0,,9.7,214.6,1001.3,95.9,4.7,16.3,1.5,1,,2021-01-29T07:13:47,2021-01-29T16:40:40,0.51,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-30,10.3,2.4,6.3,10.3,0.2,3.9,2.6,77.6,0.725,100,8.33,rain,0,0,43.2,27.1,262.2,999.2,67,10,46.9,4.1,3,,2021-01-30T07:12:34,2021-01-30T16:42:13,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-01-31,2.8,-3,0.3,0.7,-5.3,-2.2,-3.8,74.7,0.487,100,8.33,"rain,snow",0,0,28.8,18.7,59.9,1004.9,96.9,9.1,41.4,3.5,2,,2021-01-31T07:11:19,2021-01-31T16:43:47,0.54,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-01,4.8,-5.7,-1,4.7,-8.3,-2.3,-6.9,66.6,0,0,0,,0,0,,11.4,22.6,1003.7,39.5,10,66.4,5.9,4,,2021-02-01T07:10:02,2021-02-01T16:45:21,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-02,0.2,-0.3,-0.1,-0.1,-3.6,-2,-1.1,93.2,0.085,100,4.17,"rain,snow",0,0,,11.1,170,1012.1,99.7,3.8,26.8,2.2,1,,2021-02-02T07:08:44,2021-02-02T16:46:55,0.63,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-03,9,-0.2,3.1,7.1,-3.6,1.5,2.5,96.2,0.616,100,8.33,"rain,snow",0,0,,11.8,136.3,1011.5,89.8,3.5,15.5,1.2,1,,2021-02-03T07:07:23,2021-02-03T16:48:29,0.68,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-04,13.3,2.1,8.9,13.3,2.1,8,3.6,71.9,0.898,100,12.5,rain,0,0,64.8,37.9,277.3,1013.2,40.7,10.1,68.2,5.9,4,,2021-02-04T07:06:01,2021-02-04T16:50:04,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-05,8.1,2.2,5.5,6.4,2.2,4.5,2.7,82.3,0.254,100,8.33,rain,0,0,,13.7,86.7,1017.2,91.6,9.5,36.5,3,2,,2021-02-05T07:04:37,2021-02-05T16:51:38,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-06,5.1,2.3,4,3.7,-1.5,1.6,3.2,94.6,0,0,0,,0,0,25.2,14.6,84.2,1013.9,100,5.9,9.8,0.8,0,,2021-02-06T07:03:11,2021-02-06T16:53:13,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-07,3.6,0.1,1.6,1.1,-4.8,-1.6,0.6,93,0.928,100,4.17,rain,0,0,25.2,18.2,79.6,1005.8,100,7.1,11.3,0.9,1,,2021-02-07T07:01:43,2021-02-07T16:54:47,0.9,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"12847099999,12843099999,12846099999,LHBP,11880099999,E3429,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-08,5.9,0.4,3.6,4.7,-5.3,0.4,2.2,91.4,5.567,100,16.67,"rain,snow",2.2,1,,26.1,322.7,996.6,74.9,7.7,25.5,2.2,2,,2021-02-08T07:00:14,2021-02-08T16:56:22,0.94,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-09,1.7,-2.6,0.3,1.2,-3.9,-1.7,-0.2,96.3,24.413,100,16.67,"rain,snow",0.7,2.9,,12.7,19.1,1003.2,66.8,6.7,10.4,0.7,0,,2021-02-09T06:58:44,2021-02-09T16:57:57,0.97,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"12847099999,12843099999,12846099999,LHBP,11880099999,E3429,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-10,3,-1.6,0.8,2,-2.8,-1,0.3,96.4,0.105,100,4.17,"rain,snow",0,1.1,,20.5,26.5,1006.1,89.4,4.8,11.4,0.9,1,,2021-02-10T06:57:11,2021-02-10T16:59:31,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-11,1.8,-7,-3.8,-1.6,-15.6,-11.5,-7.6,75.2,3.749,100,4.17,"rain,snow",0,0,57.6,50,312.8,1004.4,71.7,7.6,43.4,3.6,2,,2021-02-11T06:55:38,2021-02-11T17:01:06,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-12,-4,-10,-7.1,-4,-18,-12.4,-13.2,61.8,0,0,0,,0,0,,28.1,323.2,,12.2,10,80.3,7,4,,2021-02-12T06:54:03,2021-02-12T17:02:40,0,Clear,Clear conditions throughout the day.,clear-day,"LHBP,E3429"
"Budapest, MagyarorszГЎg",2021-02-13,-1.3,-14,-7.3,-4.4,-18.1,-10.7,-12.2,70.2,0.338,100,4.17,snow,0,0,,18.7,314.4,1035.2,3.2,10,80.3,6.9,4,,2021-02-13T06:52:26,2021-02-13T17:04:14,0.02,Snow,Clear conditions throughout the day with afternoon snow.,snow,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-14,1.8,-7.9,-2.7,-1.4,-12.9,-6.8,-8.6,65.7,0.254,100,4.17,snow,0,0,25.2,19.7,313.5,1036.6,5.1,9.9,81.5,7,4,,2021-02-14T06:50:48,2021-02-14T17:05:48,0.04,Snow,Clear conditions throughout the day with early morning snow.,rain,"12847099999,12843099999,12846099999,LHBP,11880099999,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-15,3.5,-6.1,-2.3,0.2,-10.7,-5.4,-10.6,55.7,0,0,0,,0,0,25.2,16.6,317.6,1035.6,11.2,9.9,87.8,7.6,4,,2021-02-15T06:49:09,2021-02-15T17:07:22,0.07,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-16,1,-6.2,-1.8,0.2,-7.2,-3.5,-6.8,69.4,0.085,100,4.17,snow,0,0,,9.5,130.5,1028.3,69.5,9.4,22.3,1.9,1,,2021-02-16T06:47:29,2021-02-16T17:08:56,0.1,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-17,5.1,-0.1,2.1,2.9,-2.4,0,-3,69.1,0.344,100,4.17,rain,0,0,28.8,18.6,278.5,1019.5,77.1,9.8,28.8,2.4,1,,2021-02-17T06:45:47,2021-02-17T17:10:29,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-18,11.6,-0.4,5.8,11.6,-2.2,3.9,0.5,71.6,0.338,100,4.17,rain,0,0,32.4,20.4,310.9,1021.4,29.5,8.1,103.9,9.1,5,,2021-02-18T06:44:04,2021-02-18T17:12:02,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-19,6,0.8,3,3.6,-2,1.1,1.3,88.7,0.254,100,4.17,"rain,snow",0,0,,14.8,64.9,1024,92.2,3.8,55.2,4.8,3,,2021-02-19T06:42:20,2021-02-19T17:13:35,0.24,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-20,3,-0.4,1.5,2,-4.2,-0.7,1,95.9,1.1,100,20.83,"rain,snow",0,0,,13,79.6,1030,89.5,2.7,20.3,1.7,1,,2021-02-20T06:40:35,2021-02-20T17:15:08,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"12843099999,LHBP,E3429,remote"
"Budapest, MagyarorszГЎg",2021-02-21,9.4,1,4.1,7.4,-2.4,1.7,1.9,86.4,0,0,0,,0,0,,18.4,106.8,1029.6,68.8,6.9,40.1,3.6,2,,2021-02-21T06:38:49,2021-02-21T17:16:41,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-22,12.2,1,5.7,12.2,-2.4,3.8,2.8,82.7,0,0,0,,0,0,,18,85.3,1029.2,15.7,7.6,98.1,8.5,4,,2021-02-22T06:37:02,2021-02-22T17:18:13,0.38,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,11880099999,E3429,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-23,13.2,0.5,6,13.2,-1.1,5.4,3.1,83.4,0,0,0,,0,0,,10.6,335.8,1033.6,7.4,6.3,99.8,8.6,4,,2021-02-23T06:35:14,2021-02-23T17:19:45,0.42,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12756099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-24,17.2,-0.4,7.1,17.2,-0.4,7,3.2,79.3,0,0,0,,0,0,,8.1,154,1036.6,3.5,5.8,97.4,8.4,4,,2021-02-24T06:33:24,2021-02-24T17:21:17,0.45,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,E3429,11880099999,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-25,18.4,0.8,8.9,18.4,0.8,8.9,4,75.2,0,0,0,,0,0,,12.8,128.9,1033.5,7.9,6,104.6,8.9,4,,2021-02-25T06:31:34,2021-02-25T17:22:48,0.48,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-26,18.8,2,9.8,18.8,0.2,9.6,4.7,73.3,0,0,0,,0,0,,9.2,307,1027.1,0,7.3,108.9,9.3,5,,2021-02-26T06:29:44,2021-02-26T17:24:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,11880099999,E3429,12836099999,12839099999,11858099999"
"Budapest, MagyarorszГЎg",2021-02-27,12.1,4.7,8.6,12.1,1.8,6.9,1.2,60.6,0,0,0,,0,0,36,23.7,317.1,1028.9,39.8,10,123,10.7,6,,2021-02-27T06:27:52,2021-02-27T17:25:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-02-28,10.5,-0.2,5,10.5,-1.1,4,-1.4,65.4,0,0,0,,0,0,25.2,15.2,292,1034,26.6,10,118.9,10.4,5,,2021-02-28T06:25:59,2021-02-28T17:27:21,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-01,12.1,-1.1,5,12.1,-3.4,4.4,-1,67.4,0,0,0,,0,0,,12.2,59.1,1032.5,2.7,10,124.3,10.8,5,,2021-03-01T06:24:06,2021-03-01T17:28:51,0.53,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-02,14.1,-2.5,4.9,14.1,-2.5,4.5,-0.7,70.8,0,0,0,,0,0,25.2,14.1,279,1035.2,15.7,9.6,126.8,11,5,,2021-03-02T06:22:12,2021-03-02T17:30:21,0.57,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-03,16,-2.5,6.8,16,-2.5,6.8,-2,59.6,0,0,0,,0,0,,11.7,211.4,1030.5,13.4,8.8,130.9,11.3,5,,2021-03-03T06:20:17,2021-03-03T17:31:51,0.61,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,LHBP,E3429,12840099999,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-04,13.6,1.3,9.2,13.6,1.3,9.2,0,53.7,0,0,0,,0,0,25.2,13.6,293.8,1019.3,54.4,9.7,62.6,5.4,3,,2021-03-04T06:18:22,2021-03-04T17:33:20,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,12840099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-05,11.8,2.2,8.1,11.8,-0.5,6.6,-0.4,55.3,0,0,0,,0,0,46.8,30.1,301.7,1016.4,63.8,9.6,72.2,6.2,3,,2021-03-05T06:16:26,2021-03-05T17:34:49,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"12847099999,12843099999,12846099999,12840099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-06,7,-2.7,3,4.5,-3.5,0.5,-8.8,43.4,0,0,0,,0,0,,18.5,312.8,1031.4,18.9,10,166.8,14.4,6,,2021-03-06T06:14:30,2021-03-06T17:36:18,0.78,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,12840099999,LHBP,E3429,12836099999,12839099999"
"Budapest, MagyarorszГЎg",2021-03-07,9,-6.2,3.3,6.9,-6.2,2.2,-8,45.6,0,0,0,,0,0,28.8,20.4,242.9,1025.7,3.4,10,133.3,11.5,5,,2021-03-07T06:12:32,2021-03-07T17:37:47,0.83,Clear,Clear conditions throughout the day.,clear-day,"12847099999,12843099999,12846099999,12840099999,LHBP,E3429,12836099999,12839099999"
